Title,Authors,Price,Stars,Number of Reviews,Published Date,Country
"Artificial Intelligence: What You Need to Know About Machine Learning, Robotics, Deep Learning, Recommender Systems, Internet of Things, Neural Networks, Reinforcement Learning, and Our Future  ",[],4.(AU Dollars),,,25 January 2019,Australia
Quantum Machine Learning and Optimisation in Finance: On the Road to Quantum Advantage  ,[],82.(AU Dollars),,,31 October 2022,Australia
Machine Learning for Time Series Forecasting with Python  ,[],93.(AU Dollars),,,30 November 2020,Australia
"Patterns, Predictions, and Actions: Foundations of Machine Learning  ",[],79.(AU Dollars),,,3 January 2023,Australia
"Learning OpenCV 4 Computer Vision with Python 3: Get to grips with tools, techniques, and algorithms for computer vision and machine learning, 3rd Edition  ",[],77.(AU Dollars),,,20 February 2020,Australia
Machine Learning with oneAPI  ,[],80.(AU Dollars),,,21 September 2023,Australia
"Deep Learning with TensorFlow 2 and Keras: Regression, ConvNets, GANs, RNNs, NLP, and more with TensorFlow 2 and the Keras API, 2nd Edition  ",[],37.(AU Dollars),,,27 December 2019,Australia
Machine Learning with R - Second Edition: Expert techniques for predictive modeling to solve all your data analysis problems  ,[],56.(AU Dollars),,,31 July 2015,Australia
The Alignment Problem - Machine Learning and Human Values  ,[],0.(AU Dollars),,,5 October 2021,Australia
Hands-On Machine Learning with ML.NET: Getting started with Microsoft ML.NET to implement popular machine learning algorithms in C#  ,[],84.(AU Dollars),,,27 March 2020,Australia
Art in the Age of Machine Learning (Leonardo)  ,[],66.(AU Dollars),,,23 November 2021,Australia
Learning Tensorflow.js: Powerful Machine Learning in JavaScript  ,[],56.(AU Dollars),,,18 May 2021,Australia
Machine Learning For Business: A Developer's Cookbook  ,[],0.(AU Dollars),,,28 September 2023,Australia
"Artificial Neural Networks and Machine Learning – ICANN 2023: 32nd International Conference on Artificial Neural Networks, Heraklion, Crete, Greece, September ... Notes in Computer Science Book 14260)  ",[],109.(AU Dollars),,,21 September 2023,Australia
Machine Learning Applications in Civil Engineering (Woodhead Publishing Series in Civil and Structural Engineering)  ,[],259.(AU Dollars),,,29 September 2023,Australia
"How To Become a Learning Machine: Quick Start Guide (""How To"" Books)  ",[],0.(AU Dollars),,,22 December 2014,Australia
The Hundred-Page Machine Learning Book in italiano (Italian Edition)  ,[],64.(AU Dollars),,,10 January 2022,Australia
Knowledge Guided Machine Learning: Accelerating Discovery using Scientific Knowledge and Data (Chapman & Hall/CRC Data Mining and Knowledge Discovery Series)  ,[],76.(AU Dollars),,,15 August 2022,Australia
"Mastering Machine Learning on AWS: Advanced machine learning in Python using SageMaker, Apache Spark, and TensorFlow  ",[],66.(AU Dollars),,,20 May 2019,Australia
MACHINE LEARNING WITH PYTHON : A Comprehensive Beginners Guide to Learn the Realms of Machine Learning with Python  ,[],0.(AU Dollars),,,21 July 2019,Australia
Machine Learning and Deep Learning Algorithms: Tools and Techniques Using MATLAB and Python  ,[],13.(AU Dollars),,,4 September 2019,Australia
"Network Science with Python: Explore the networks around us using network science, social network analysis, and machine learning  ",[],98.(AU Dollars),,,28 February 2023,Australia
"The Ultimate Data and AI Guide: 150 FAQs About Artificial Intelligence, Machine Learning and Data  ",[],0.(AU Dollars),,,13 March 2020,Australia
Python Machine Learning: Complete and Clear Introduction to the Basics of Machine Learning with Python. Comprehensive Guide to Data Science and Analytics.  ,[],0.(AU Dollars),,,27 June 2020,Australia
Introduction to Machine Learning: A Beginner's Guide in Plain English  ,[],0.(AU Dollars),,,28 May 2023,Australia
The Hundred-Page Machine Learning Book em português (Portuguese Edition)  ,[],61.(AU Dollars),,,10 January 2022,Australia
AWS CERTIFIED MACHINE LEARNING – SPECIALTY EXAM PRACTICE TESTS AND QUESTIONS: QUESTION AND DUMPS FOR AWS MLS-C01 CERTIFICATION  ,[],11.(AU Dollars),,,14 September 2023,Australia
Machine Learning with SAS® Viya®  ,[],32.(AU Dollars),,,30 May 2020,Australia
AI and Machine Learning for Coders: A Programmer's Guide to Artificial Intelligence  ,[],51.(AU Dollars),,,2 October 2020,Australia
Machine Learning Using TensorFlow Cookbook: Create powerful machine learning algorithms with TensorFlow  ,[],33.(AU Dollars),,,8 February 2021,Australia
Machine Learning Cookbook with Python: Create ML and Data Analytics Projects Using Some Amazing Open Datasets (English Edition)  ,[],17.(AU Dollars),,,9 November 2020,Australia
Machine Learning Engineering with Python: Manage the lifecycle of machine learning models using MLOps with practical examples  ,[],73.(AU Dollars),,,31 August 2023,Australia
Machine Learning: New and Collected Stories  ,[],0.(AU Dollars),,,,Australia
Interpretable Machine Learning: A Guide For Making Black Box Models Explainable  ,[],44.(AU Dollars),,,27 February 2022,Australia
Grokking Machine Learning  ,[],44.(AU Dollars),,,14 September 2023,Australia
Machine Learning: 2 Books in 1: An Introduction Math Guide for Beginners to Understand Data Science Through the Business Applications  ,[],0.(AU Dollars),,,16 May 2020,Australia
Architecting Data and Machine Learning Platforms  ,[],84.(AU Dollars),,,12 October 2023,Australia
"Azure Machine Learning Engineering: Deploy, fine-tune, and optimize ML models using Microsoft Azure  ",[],36.(AU Dollars),,,20 January 2023,Australia
"Reinforcement Learning, second edition: An Introduction (Adaptive Computation and Machine Learning series)  ",[],117.(AU Dollars),,,13 November 2018,Australia
Machine Learning: For Students and Professionals  ,[],0.(AU Dollars),,,16 October 2023,Australia
Pattern Recognition and Machine Learning  ,[],,,,6 April 2011,Australia
Applications of Optimization and Machine Learning in Image Processing and IoT  ,[],86.(AU Dollars),,,30 November 2023,Australia
Ultimate Step by Step Guide to Data Science Using Python: Real Word Use Cases with Downloadable Code Examples (Ultimate Step by Step Guide to Machine Learning Book 3)  ,[],0.(AU Dollars),,,1 December 2021,Australia
Artificial Intelligence and Machine Learning for Business: A No-Nonsense Guide to Data Driven Technologies  ,[],0.(AU Dollars),,,30 May 2021,Australia
The Master Algorithm: How the Quest for the Ultimate Learning Machine Will Remake Our World  ,[],15.(AU Dollars),,,22 September 2015,Australia
Artificial Intelligence and Machine Learning for Business: A No-Nonsense Guide to Data Driven Technologies  ,[],41.(AU Dollars),,,1 July 2018,Australia
Hands-On Machine Learning with R  ,[],147.(AU Dollars),,,11 November 2019,Australia
Machine Learning Book: Make Informed Strategic Decisions For Yourself And Your Company  ,[],7.(AU Dollars),,,8 December 2022,Australia
"Machine Intelligence: Demystifying Machine Learning, Neural Networks and Deep Learning  ",[],40.(AU Dollars),,,11 January 2019,Australia
EEG Signal Processing and Machine Learning  ,[],192.(AU Dollars),,,21 October 2021,Australia
Machine Learning and the Internet of Things in Education: Models and Applications (Studies in Computational Intelligence Book 1115)  ,[],203.(AU Dollars),,,30 September 2023,Australia
Machine Learning: Interview Questions and Answers (Advanced Topics in Machine Learning Book 1)  ,[],11.(AU Dollars),,,20 April 2023,Australia
"Sustainable Development through Machine Learning, AI and IoT: First International Conference, ICSD 2023, Delhi, India, July 15–16, 2023, Revised Selected ... Computer and Information Science Book 1939)  ",[],101.(AU Dollars),,,10 December 2023,Australia
"Artificial Neural Networks and Machine Learning – ICANN 2023: 32nd International Conference on Artificial Neural Networks, Heraklion, Crete, Greece, September ... Notes in Computer Science Book 14263)  ",[],109.(AU Dollars),,,21 September 2023,Australia
Generative Deep Learning  ,[],51.(AU Dollars),,,31 May 2023,Australia
A Primer to the 42 Most commonly used Machine Learning Algorithms (With Code Samples).  ,[],11.(AU Dollars),,,27 January 2023,Australia
Machine Learning in Business: An Introduction to the World of Data Science  ,[],31.(AU Dollars),,,26 May 2021,Australia
Machine Learning: A Bayesian and Optimization Perspective  ,[],45.(AU Dollars),,,19 May 2015,Australia
Artificial Intelligence and Machine Learning for Business: A No-Nonsense Guide to Data Driven Technologies  ,[],21.(AU Dollars),,,1 July 2018,Australia
AWS Certified Machine Learning Study Guide: Specialty (MLS-C01) Exam  ,[],63.(AU Dollars),,,10 December 2021,Australia
"Machine Learning with R: Expert techniques for predictive modeling to solve all your data analysis problems, 2nd Edition  ",[],60.(AU Dollars),,,31 July 2015,Australia
"Foundations of Machine Learning, second edition  ",[],150.(AU Dollars),,,25 December 2018,Australia
The Hundred-Page Machine Learning Book en français  ,[],66.(AU Dollars),,,1 September 2019,Australia
Machine Learning on Kubernetes: A practical handbook for building and using a complete open source machine learning platform on Kubernetes  ,[],66.(AU Dollars),,,24 June 2022,Australia
"Learning OpenCV 4 Computer Vision with Python 3: Get to grips with tools, techniques, and algorithms for computer vision and machine learning, 3rd Edition  ",[],63.(AU Dollars),,,20 February 2020,Australia
Feature Engineering for Machine Learning: Principles and Techniques for Data Scientists  ,[],81.(AU Dollars),,,30 April 2018,Australia
Python Machine Learning: Complete and Clear Introduction to the Basics of Machine Learning with Python. Comprehensive Guide to Data Science and Analytics.  ,[],21.(AU Dollars),,,30 June 2020,Australia
"Machine Learning: The Ultimate Guide to Machine Learning, Neural Networks and Deep Learning for Beginners Who Want to Understand Applications, Artificial Intelligence, Data Mining, Big Data and More  ",[],27.(AU Dollars),,,10 October 2018,Australia
Machine Learning and Big Data with kdb+/q  ,[],100.(AU Dollars),,,21 November 2019,Australia
The Shape of Data: Geometry-Based Machine Learning and Data Analysis in R  ,[],40.(AU Dollars),,,12 September 2023,Australia
Automated Machine Learning with AutoKeras: Deep learning made accessible for everyone with just few lines of coding  ,[],75.(AU Dollars),,,21 May 2021,Australia
"Machine Learning in Clinical Neuroimaging: 6th International Workshop, MLCN 2023, Held in Conjunction with MICCAI 2023, Vancouver, BC, Canada, October ... Notes in Computer Science Book 14312)  ",[],72.(AU Dollars),,,7 October 2023,Australia
Machine Learning with Python: Theory and Implementation  ,[],,,,12 July 2023,Australia
Machine Learning Algorithms: Adversarial Robustness in Signal Processing  ,[],258.(AU Dollars),,,30 November 2023,Australia
Machine Learning and Security: Protecting Systems with Data and Algorithms  ,[],84.(AU Dollars),,,28 February 2018,Australia
Neural Networks and Deep Learning: A Textbook  ,[],128.(AU Dollars),,,30 June 2023,Australia
Graph Machine Learning: Take graph data to the next level by applying machine learning techniques and algorithms  ,[],89.(AU Dollars),,,25 June 2021,Australia
Machine Learning: Architecture in the age of Artificial Intelligence  ,[],62.(AU Dollars),,,1 May 2022,Australia
"Machine Learning: For Beginners - Your Starter Guide For Data Management, Model Training, Neural Networks, Machine Learning Algorithms  ",[],0.(AU Dollars),,,8 January 2018,Australia
Pattern Recognition and Machine Learning  ,[],,,,23 August 2016,Australia
Introduction to Machine Learning with R: Rigorous Mathematical Analysis  ,[],70.(AU Dollars),,,31 March 2018,Australia
The Complete Python Course For Machine Learning Engineers: Two in one pack of mastering python for machine learning  ,[],0.(AU Dollars),,,18 September 2023,Australia
PYTHON: 2 books in 1 : Learn python programming for beginners and machine learning  ,[],0.(AU Dollars),,,28 October 2020,Australia
Ultimate Step by Step Guide to Machine Learning Using Python: Predictive modelling concepts explained in simple terms for beginners  ,[],0.(AU Dollars),,,17 February 2020,Australia
"Machine Learning: An Algorithmic Perspective, Second Edition (Chapman & Hall/Crc Machine Learning & Pattern Recognition)  ",[],133.(AU Dollars),,,8 October 2014,Australia
"""Machine Learning: A Comprehensive Guide from Fundamentals to Advanced Techniques""  ",[],0.(AU Dollars),,,1 October 2023,Australia
Pragmatic Machine Learning with Python: Learn How to Deploy Machine Learning Models in Production (English Edition)  ,[],53.(AU Dollars),,,30 April 2020,Australia
A Practical Guide to Quantum Machine Learning and Quantum Optimization: Hands-on Approach to Modern Quantum Algorithms  ,[],55.(AU Dollars),,,31 March 2023,Australia
Machine Learning: 4 Books in 1: A Complete Overview for Beginners to Master the Basics of Python Programming and Understand How to Build Artificial Intelligence Through Data Science  ,[],39.(AU Dollars),,,24 May 2021,Australia
"Inside Deep Learning: Math, Algorithms, Models  ",[],,,,31 May 2022,Australia
ABCs of Machine Learning (Tinker Toddlers): STEAM Book to Kick-Start Your Future Genius!  ,[],0.(AU Dollars),,,10 March 2019,Australia
"Machine Learning and Knowledge Discovery in Databases: Research Track: European Conference, ECML PKDD 2023, Turin, Italy, September 18–22, 2023, Proceedings, ... Notes in Computer Science Book 14170)  ",[],126.(AU Dollars),,,16 September 2023,Australia
"Machine Learning and Knowledge Discovery in Databases: Research Track: European Conference, ECML PKDD 2023, Turin, Italy, September 18–22, 2023, Proceedings, ... Notes in Computer Science Book 14172)  ",[],126.(AU Dollars),,,17 September 2023,Australia
Practical Machine Learning in R  ,[],47.(AU Dollars),,,8 May 2020,Australia
Practical Python for Machine Learning and Data Science: Best Projects and Examples with Python  ,[],11.(AU Dollars),,,15 October 2023,Australia
Supervised Machine Learning for Text Analysis in R  ,[],86.(AU Dollars),,,22 October 2021,Australia
"Ethical Machines: Your Concise Guide to Totally Unbiased, Transparent, and Respectful AI  ",[],35.(AU Dollars),,,18 October 2022,Australia
